question_text,correct_option,nivel_dificultad,category,points,option_a,option_b,option_c
¿Cuál es el país con mayor influencia en la Comunidad de Estados Independientes (CEI)?,A,1,geopolitica,10,Rusia,Ucrania,Bielorrusia
¿Quién es el actual Primer Ministro de Japón?,A,1,geopolitica,10,Yoshihide Suga,Shinzo Abe,Taro Aso
¿Cuál es el país que ha sido históricamente un referente del movimiento de los Países No Alineados?,A,1,geopolitica,10,India,Indonesia,Sudáfrica
¿Quién es el líder del partido político que gobierna en Estados Unidos actualmente?,A,1,geopolitica,10,Joe Biden,Kamala Harris,Donald Trump
¿Cuál es el país que ha tenido una política de "apartheid" en el pasado?,A,1,geopolitica,10,Sudáfrica,Israel,Zimbabwe
¿Quién es el líder del partido político que gobierna en Reino Unido actualmente?,A,1,geopolitica,10,Boris Johnson,Keir Starmer,Nicola Sturgeon
¿Cuál es el país líder en la Asociación de Naciones del Sudeste Asiático (ASEAN)?,A,1,geopolitica,10,Indonesia,Tailandia,Malasia
¿Quién es el actual Canciller de Rusia?,A,1,geopolitica,10,Sergey Lavrov,Dmitry Medvedev,Vladimir Putin
¿Cuál es el país con mayor influencia en la Organización de Cooperación de Shanghái (OCS)?,A,1,geopolitica,10,China,Rusia,India
¿Quién es el líder del partido político que gobierna en Francia actualmente?,A,1,geopolitica,10,Emmanuel Macron,Marine Le Pen,Jean-Luc Mélenchon
¿Cuál es el país que ha tenido una larga historia de apartheid y segregación racial?,A,1,geopolitica,10,Sudáfrica,Estados Unidos,Brasil
¿Quién es el actual Presidente de México?,A,1,geopolitica,10,Andrés Manuel López Obrador,Felipe Calderón,Vicente Fox
¿Cuál es el país líder en la Alianza del Pacífico?,A,1,geopolitica,10,Chile,México,Perú
¿Quién es el líder del partido político que gobierna en Brasil actualmente?,A,1,geopolitica,10,Jair Bolsonaro,Luiz Inácio Lula da Silva,Dilma Rousseff
¿Cuál es el país con mayor influencia en la Comunidad Económica de Estados de África Occidental (CEDEAO)?,A,1,geopolitica,10,Nigeria,Sudáfrica,Egipto
¿Quién es el actual Canciller de China?,A,1,geopolitica,10,Wang Yi,Xi Jinping,Li Keqiang
¿Cuál es el país que ha tenido históricamente una política de "neutralidad armada"?,A,1,geopolitica,10,Suiza,Suecia,Noruega
¿Quién es el líder del partido político que gobierna en Canadá actualmente?,A,1,geopolitica,10,Justin Trudeau,Erin O'Toole,Jagmeet Singh
¿Cuál es el país líder en la Unión Africana?,A,1,geopolitica,10,Sudáfrica,Nigeria,Egipto
¿Quién es el actual Primer Ministro de India?,A,1,geopolitica,10,Narendra Modi,Rahul Gandhi,Amit Shah
¿Cuál es el país con mayor influencia en la Liga de Estados Árabes?,A,1,geopolitica,10,Egipto,Arabia Saudita,Irán
¿Quién es el líder del partido político que gobierna en Australia actualmente?,A,1,geopolitica,10,Scott Morrison,Anthony Albanese,Pauline Hanson
¿Cuál es el país que ha tenido históricamente una política de "neutralidad activa"?,A,1,geopolitica,10,Suiza,Suecia,Finlandia
¿Quién es el actual Presidente de Rusia?,A,1,geopolitica,10,Vladimir Putin,Dmitry Medvedev,Sergey Lavrov
¿Cuál es el país líder en la Comunidad de Estados Independientes (CEI)?,A,1,geopolitica,10,Rusia,Ucrania,Bielorrusia
¿Quién es el líder del partido político que gobierna en China actualmente?,A,1,geopolitica,10,Xi Jinping,Hu Jintao,Bo Xilai
¿Cuál es el país con mayor influencia en la Organización de Cooperación de Shanghái (OCS)?,A,1,geopolitica,10,China,Rusia,India
¿Quién es el actual Canciller de Rusia?,A,1,geopolitica,10,Sergey Lavrov,Dmitry Medvedev,Vladimir Putin
¿Cuál es el país que ha tenido una larga historia de apartheid y segregación racial?,A,1,geopolitica,10,Sudáfrica,Estados Unidos,Brasil
¿Quién es el actual Presidente de México?,A,1,geopolitica,10,Andrés Manuel López Obrador,Felipe Calderón,Vicente Fox
¿Cuál es el país líder en la Alianza del Pacífico?,A,1,geopolitica,10,Chile,México,Perú
¿Quién es el líder del partido político que gobierna en Brasil actualmente?,A,1,geopolitica,10,Jair Bolsonaro,Luiz Inácio Lula da Silva,Dilma Rousseff
¿Cuál es el país con mayor influencia en la Comunidad Económica de Estados de África Occidental (CEDEAO)?,A,1,geopolitica,10,Nigeria,Sudáfrica,Egipto
¿Quién es el actual Canciller de China?,A,1,geopolitica,10,Wang Yi,Xi Jinping,Li Keqiang
¿Cuál es el país que ha tenido históricamente una política de "neutralidad armada"?,A,1,geopolitica,10,Suiza,Suecia,Noruega
¿Quién es el líder del partido político que gobierna en Canadá actualmente?,A,1,geopolitica,10,Justin Trudeau,Erin O'Toole,Jagmeet Singh
¿Cuál es el país líder en la Unión Africana?,A,1,geopolitica,10,Sudáfrica,Nigeria,Egipto
¿Quién es el actual Primer Ministro de India?,A,1,geopolitica,10,Narendra Modi,Rahul Gandhi,Amit Shah
¿Cuál es el país con mayor influencia en la Liga de Estados Árabes?,A,1,geopolitica,10,Egipto,Arabia Saudita,Irán
¿Quién es el líder del partido político que gobierna en Australia actualmente?,A,1,geopolitica,10,Scott Morrison,Anthony Albanese,Pauline Hanson
¿Cuál es el país que ha tenido históricamente una política de "neutralidad activa"?,A,1,geopolitica,10,Suiza,Suecia,Finlandia
¿Quién es el actual Presidente de Rusia?,A,1,geopolitica,10,Vladimir Putin,Dmitry Medvedev,Sergey Lavrov
¿Cuál es el país líder en la Comunidad de Estados Independientes (CEI)?,A,1,geopolitica,10,Rusia,Ucrania,Bielorrusia
¿Cuál de los siguientes países es miembro permanente del Consejo de Seguridad de la ONU?,A,1,geopolitica,10,Estados Unidos,China,Rusia
¿En qué organización regional participa Turquía?,A,1,geopolitica,10,OTAN,ASEAN,UNASUR
¿Cuál es el país líder en la Comunidad de Estados Independientes (CEI)?,A,1,geopolitica,10,Rusia,Kazajistán,Ucrania
¿Quién es el líder del partido político que gobierna en India actualmente?,A,1,geopolitica,10,Narendra Modi,Rahul Gandhi,Amit Shah
¿Qué país es conocido por su política de "dos sistemas un país" respecto a Hong Kong?,A,1,geopolitica,10,China,India,Japón
¿Quién es el actual Primer Ministro de Canadá?,A,1,geopolitica,10,Justin Trudeau,Andrew Scheer,Jagmeet Singh
¿Cuál es el país líder en la Liga Árabe?,A,1,geopolitica,10,Egipto,Arabia Saudita,Irak
¿En qué región se encuentra la Mancomunidad de Naciones?,A,1,geopolitica,10,Asia y Oceanía,África,América
¿Quién es el actual Canciller de Alemania?,A,1,geopolitica,10,Olaf Scholz,Angela Merkel,Annalena Baerbock
¿Cuál de los siguientes países es conocido por su política de "Estado-nación judío"?,A,1,geopolitica,10,Israel,Irán,Iraq
¿Cuál es la capital de Corea del Norte?,A,1,geopolitica,10,Pyongyang,Seúl,Incheon
¿Quién es el actual presidente de Rusia?,A,1,geopolitica,10,Vladímir Putin,Dmitri Medvédev,Mijaíl Gorbachov
¿En qué continente se encuentra Israel?,A,1,geopolitica,10,Asia,África,Europa
¿Cuál de los siguientes países pertenece a la OPEP?,A,1,geopolitica,10,Arabia Saudita,México,Nigeria
¿Qué país es conocido por su política de "un país dos sistemas" respecto a Taiwán?,A,1,geopolitica,10,China,India,Japón
¿Cuál es la capital de Australia?,A,1,geopolitica,10,Sídney,Melbourne,Brisbane
¿En qué región se encuentra el Tratado de Libre Comercio de América del Norte (TLCAN)?,A,1,geopolitica,10,América del Norte,América Latina,Asia
¿Quién es el actual presidente de Turquía?,A,1,geopolitica,10,Recep Tayyip Erdoğan,Abdullah Gül,İsmet İnönü
¿Cuál de los siguientes países es miembro de la Unión Africana?,A,1,geopolitica,10,Sudáfrica,Nueva Zelanda,Egipto
¿En qué continente se encuentra el estrecho de Gibraltar?,A,1,geopolitica,10,África,Europa,Asia
¿Quién es el actual Primer Ministro de Japón?,A,1,geopolitica,10,Yoshihide Suga,Shinzo Abe,Naoto Kan
¿Cuál de los siguientes países es miembro de la ASEAN?,A,1,geopolitica,10,Indonesia,India,Australia
¿En qué región se encuentra el Golfo Pérsico?,A,1,geopolitica,10,Oriente Medio,Asia Central,África
¿Quién es el actual presidente de México?,A,1,geopolitica,10,Andrés Manuel López Obrador,Felipe Calderón,Vicente Fox
¿Cuál de los siguientes países es conocido por su política de "Estado-nación tibetano"?,A,1,geopolitica,10,China,India,Nepal
¿En qué organización regional participa Canadá?,A,1,geopolitica,10,OTAN,ASEAN,UNASUR
¿Cuál es la capital de Sudáfrica?,A,1,geopolitica,10,Ciudad del Cabo,Pretoria,Bloemfontein
¿En qué región se encuentra el estrecho de Malaca?,A,1,geopolitica,10,Sudeste Asiático,Oceanía,África
¿Quién es el actual líder del Partido Comunista de China?,A,1,geopolitica,10,Xi Jinping,Hu Jintao,Mao Zedong
¿Cuál de los siguientes países es miembro de la Liga Árabe?,A,1,geopolitica,10,Egipto,India,Irán
¿En qué región se encuentra el Mar del Sur de China?,A,1,geopolitica,10,Sudeste Asiático,Oceanía,Asia Central
¿Quién es el actual presidente de Francia?,A,1,geopolitica,10,Emmanuel Macron,Nicolas Sarkozy,François Hollande
¿Cuál de los siguientes países es miembro de la OEA?,A,1,geopolitica,10,Estados Unidos,India,China
¿En qué región se encuentra el Canal de Suez?,A,1,geopolitica,10,África,Asia,Oriente Medio
¿Quién es el actual Canciller de Argentina?,A,1,geopolitica,10,Felipe Solá,Jorge Faurie,Susana Malcorra
¿Cuál de los siguientes países es miembro de la Commonwealth?,A,1,geopolitica,10,Canadá,Argentina,Brasil
¿En qué región se encuentra el Mar Caspio?,A,1,geopolitica,10,Asia Central,Asia del Sur,Medio Oriente
¿Quién es el actual presidente de Brasil?,A,1,geopolitica,10,Jair Bolsonaro,Michel Temer,Dilma Rousseff
¿Cuál de los siguientes países es miembro de la OTAN?,A,1,geopolitica,10,Estados Unidos,Rusia,China
¿En qué región se encuentra el Mar Rojo?,A,1,geopolitica,10,África,Oriente Medio,Asia
¿Quién es el actual Canciller de Rusia?,A,1,geopolitica,10,Sergei Lavrov,Aleksandr Gorchakov,Igor Ivanov
¿Cuál de los siguientes países es miembro del G7?,A,1,geopolitica,10,Estados Unidos,Brasil,India
¿En qué región se encuentra el Mar de Aral?,A,1,geopolitica,10,Asia Central,África del Norte,Oriente Medio
¿Quién es el actual Primer Ministro del Reino Unido?,A,1,geopolitica,10,Boris Johnson,Theresa May,David Cameron
¿Cuál de los siguientes países es miembro de la ONU?,A,1,geopolitica,10,India,Taiwán,Corea del Norte
¿En qué región se encuentra el Estrecho de Ormuz?,A,1,geopolitica,10,Oriente Medio,Asia Central,Sudeste Asiático
¿Quién es el actual Canciller de México?,A,1,geopolitica,10,Marcelo Ebrard,Luis Videgaray,José Antonio Meade
¿Cuál de los siguientes países es miembro del G20?,A,1,geopolitica,10,Brasil,Turquía,Canadá
¿En qué región se encuentra el Mar de Japón?,A,1,geopolitica,10,Asia Oriental,Asia Central,Asia del Sur
¿Quién es el actual presidente de China?,A,1,geopolitica,10,Xi Jinping,Hu Jintao,Jiang Zemin
¿Cuál de los siguientes países es conocido por su política de "Estado-nación kurdo"?,A,1,geopolitica,10,Irak,Irán,Turquía
¿En qué región se encuentra el Mar Báltico?,A,1,geopolitica,10,Europa del Norte,Escandinavia,Asia Central
¿Quién es el actual Canciller de China?,A,1,geopolitica,10,Wang Yi,Yang Jiechi,Li Keqiang
¿Cuál de los siguientes países es miembro de la Unión Europea?,A,1,geopolitica,10,Alemania,Suiza,Noruega
¿En qué región se encuentra el Mar de China Meridional?,A,1,geopolitica,10,Sudeste Asiático,Oceanía,Asia Central
¿Quién es el actual presidente de Sudáfrica?,A,1,geopolitica,10,Cyril Ramaphosa,Jacob Zuma,Thabo Mbeki
¿Cuál de los siguientes países es miembro de la APEC?,A,1,geopolitica,10,Estados Unidos,Brasil,India
¿En qué región se encuentra el Golfo de Adén?,A,1,geopolitica,10,África,Asia,Oriente Medio
¿Quién es el actual Canciller de India?,A,1,geopolitica,10,Subrahmanyam Jaishankar,Sushma Swaraj,Pranab Mukherjee
¿Cuál de los siguientes países es miembro del BRICS?,A,1,geopolitica,10,Brasil,México,Indonesia
¿En qué región se encuentra el Mar de Filipinas?,A,1,geopolitica,10,Sudeste Asiático,Oceanía,Asia Central
¿Quién es el actual presidente de Argentina?,A,1,geopolitica,10,Alberto Fernández,Mauricio Macri,Cristina Fernández de Kirchner
¿Cuál de los siguientes países es conocido por su política de "Estado-nación tamil"?,A,1,geopolitica,10,Sri Lanka,India,Bangladés
¿En qué región se encuentra el Golfo de México?,A,1,geopolitica,10,América del Norte,América Central,América del Sur
¿Quién es el actual Canciller de Brasil?,A,1,geopolitica,10,Carlos França,Ernesto Araújo,Aloysio Nunes
¿Cuál de los siguientes países es miembro de la OMC?,A,1,geopolitica,10,China,Corea del Norte,India
¿En qué región se encuentra el Mar de Andamán?,A,1,geopolitica,10,Sudeste Asiático,Asia Central,Oceanía
¿Quién es el actual Primer Ministro de Canadá?,A,1,geopolitica,10,Justin Trudeau,Andrew Scheer,Jagmeet Singh
